datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_ml,niederschlag_nebelwasser_mm
2025-03-09T01:40:00Z,09.03.25,01:40:00,OYA_1193 03_2025.xlsx,18.2,48.8,3.66,7.19,0.811,15.8,1.98,NA,NA
2025-03-09T01:50:00Z,09.03.25,01:50:00,OYA_1193 03_2025.xlsx,17.7,50,3.25,346,0.852,13,1.92,NA,NA
2025-03-09T02:00:00Z,09.03.25,02:00:00,OYA_1193 03_2025.xlsx,17.8,51.2,1.81,317,0.406,10.9,1.85,NA,NA
2025-03-09T02:10:00Z,09.03.25,02:10:00,OYA_1193 03_2025.xlsx,16.3,59.4,2.48,349,0.435,12.5,1.99,NA,NA
2025-03-09T02:20:00Z,09.03.25,02:20:00,OYA_1193 03_2025.xlsx,17.9,37.2,2.75,6.91,0.446,13.4,1.84,NA,NA
2025-03-09T02:30:00Z,09.03.25,02:30:00,OYA_1193 03_2025.xlsx,18.1,37.1,1.73,9.98,0.399,27.5,1.77,NA,NA
2025-03-09T02:40:00Z,09.03.25,02:40:00,OYA_1193 03_2025.xlsx,18.6,34.2,2.27,31.1,0.764,21.1,1.73,NA,NA
2025-03-09T02:50:00Z,09.03.25,02:50:00,OYA_1193 03_2025.xlsx,17.7,52.4,3.98,5.54,0.571,14.1,1.74,NA,NA
2025-03-09T03:00:00Z,09.03.25,03:00:00,OYA_1193 03_2025.xlsx,17.3,53.6,3.97,15.8,0.522,13.1,1.77,NA,NA
2025-03-09T03:10:00Z,09.03.25,03:10:00,OYA_1193 03_2025.xlsx,17.7,43.2,2.5,15.8,0.498,11.5,1.77,NA,NA
2025-03-09T03:20:00Z,09.03.25,03:20:00,OYA_1193 03_2025.xlsx,18.5,33.3,2.62,5.27,0.579,13.2,1.72,NA,NA
2025-03-09T03:30:00Z,09.03.25,03:30:00,OYA_1193 03_2025.xlsx,18.7,32.5,1.88,7.29,0.646,18.4,1.68,NA,NA
2025-03-09T03:40:00Z,09.03.25,03:40:00,OYA_1193 03_2025.xlsx,18.1,47.1,5.39,3.98,0.969,8.62,1.68,NA,NA
2025-03-09T03:50:00Z,09.03.25,03:50:00,OYA_1193 03_2025.xlsx,17.7,51.8,5.21,2.71,0.68,7.84,1.71,NA,NA
2025-03-09T04:00:00Z,09.03.25,04:00:00,OYA_1193 03_2025.xlsx,17.6,55.7,6.63,1.27,0.75,7.05,1.74,NA,NA
2025-03-09T04:10:00Z,09.03.25,04:10:00,OYA_1193 03_2025.xlsx,17.5,55.6,6.69,1.81,0.635,6.83,1.75,NA,NA
2025-03-09T04:20:00Z,09.03.25,04:20:00,OYA_1193 03_2025.xlsx,17.3,59,7.06,2.15,1.13,8.06,1.78,NA,NA
2025-03-09T04:30:00Z,09.03.25,04:30:00,OYA_1193 03_2025.xlsx,16.9,61.5,7.53,2.55,0.852,7.76,1.83,NA,NA
2025-03-09T04:40:00Z,09.03.25,04:40:00,OYA_1193 03_2025.xlsx,16.7,62.3,6.75,355,1.05,11.1,1.87,NA,NA
2025-03-09T04:50:00Z,09.03.25,04:50:00,OYA_1193 03_2025.xlsx,16.6,62,6.51,341,1.14,8.57,1.91,NA,NA
2025-03-09T05:00:00Z,09.03.25,05:00:00,OYA_1193 03_2025.xlsx,16.9,59,8.25,340,0.922,9.74,1.89,NA,NA
2025-03-09T05:10:00Z,09.03.25,05:10:00,OYA_1193 03_2025.xlsx,16.7,59.3,9.02,350,1.52,6.6,1.88,NA,NA
2025-03-09T05:20:00Z,09.03.25,05:20:00,OYA_1193 03_2025.xlsx,16.5,62.4,9.02,351,1.51,9.6,1.91,NA,NA
2025-03-09T05:30:00Z,09.03.25,05:30:00,OYA_1193 03_2025.xlsx,16.4,63.5,9.26,346,1.21,7.57,1.95,NA,NA
2025-03-09T05:40:00Z,09.03.25,05:40:00,OYA_1193 03_2025.xlsx,16.2,65.2,8.32,351,1.31,8.77,1.99,NA,NA
2025-03-09T05:50:00Z,09.03.25,05:50:00,OYA_1193 03_2025.xlsx,16.1,65.7,7.84,349,1.07,9.64,2.03,NA,NA
2025-03-09T06:00:00Z,09.03.25,06:00:00,OYA_1193 03_2025.xlsx,16.1,63.5,7.42,351,1.01,11.3,2.02,NA,NA
2025-03-09T06:10:00Z,09.03.25,06:10:00,OYA_1193 03_2025.xlsx,16.2,61.8,8.18,349,1,9.08,1.99,NA,NA
2025-03-09T06:20:00Z,09.03.25,06:20:00,OYA_1193 03_2025.xlsx,16.3,59.3,8.51,347,0.842,6.96,1.95,NA,NA
2025-03-09T06:30:00Z,09.03.25,06:30:00,OYA_1193 03_2025.xlsx,16.4,59.1,8.7,346,0.961,7.6,1.91,NA,NA
2025-03-09T06:40:00Z,09.03.25,06:40:00,OYA_1193 03_2025.xlsx,16.4,61.2,8.3,349,0.982,9.6,1.9,NA,NA
2025-03-09T06:50:00Z,09.03.25,06:50:00,OYA_1193 03_2025.xlsx,16.3,61.7,8.23,346,1.13,8.56,1.88,NA,NA
2025-03-09T07:00:00Z,09.03.25,07:00:00,OYA_1193 03_2025.xlsx,16.3,62.3,8.66,351,1.07,7.48,1.88,NA,NA
2025-03-09T07:10:00Z,09.03.25,07:10:00,OYA_1193 03_2025.xlsx,16.2,63.1,8.12,355,1.07,8.95,1.88,NA,NA
2025-03-09T07:20:00Z,09.03.25,07:20:00,OYA_1193 03_2025.xlsx,16.3,64.1,8.94,354,1.23,8.3,1.88,NA,NA
2025-03-09T07:30:00Z,09.03.25,07:30:00,OYA_1193 03_2025.xlsx,16.3,65,9.75,353,0.936,6.69,1.89,NA,NA
2025-03-09T07:40:00Z,09.03.25,07:40:00,OYA_1193 03_2025.xlsx,16.4,65.8,8.74,347,0.922,8.91,1.9,NA,NA
2025-03-09T07:50:00Z,09.03.25,07:50:00,OYA_1193 03_2025.xlsx,16.6,67,8.42,340,0.682,7.7,1.92,NA,NA
2025-03-09T08:00:00Z,09.03.25,08:00:00,OYA_1193 03_2025.xlsx,16.4,68.1,9.03,345,0.828,7.24,1.96,NA,NA
2025-03-09T08:10:00Z,09.03.25,08:10:00,OYA_1193 03_2025.xlsx,16.3,70,8.49,346,0.933,7.78,2.05,NA,NA
2025-03-09T08:20:00Z,09.03.25,08:20:00,OYA_1193 03_2025.xlsx,16.3,71,8.89,336,0.851,7.84,2.17,NA,NA
2025-03-09T08:30:00Z,09.03.25,08:30:00,OYA_1193 03_2025.xlsx,16,70.7,9.16,343,0.798,7.92,2.22,NA,NA
2025-03-09T08:40:00Z,09.03.25,08:40:00,OYA_1193 03_2025.xlsx,16,70.7,9.23,342,0.735,7.37,2.26,NA,NA
2025-03-09T08:50:00Z,09.03.25,08:50:00,OYA_1193 03_2025.xlsx,16,68.1,9.16,342,0.652,7.02,2.22,NA,NA
2025-03-09T09:00:00Z,09.03.25,09:00:00,OYA_1193 03_2025.xlsx,15.9,67.6,9.4,341,0.739,7.47,2.2,NA,NA
2025-03-09T09:10:00Z,09.03.25,09:10:00,OYA_1193 03_2025.xlsx,16,67.5,9.3,337,0.805,7.91,2.2,NA,NA
2025-03-09T09:20:00Z,09.03.25,09:20:00,OYA_1193 03_2025.xlsx,15.9,67.1,7.84,337,0.902,8.51,2.19,NA,NA
2025-03-09T09:30:00Z,09.03.25,09:30:00,OYA_1193 03_2025.xlsx,15.9,70.2,7.71,333,0.663,9.19,2.29,NA,NA
2025-03-09T09:40:00Z,09.03.25,09:40:00,OYA_1193 03_2025.xlsx,15.8,68.8,6.97,336,0.87,9.1,2.28,NA,NA
2025-03-09T09:50:00Z,09.03.25,09:50:00,OYA_1193 03_2025.xlsx,15.6,69.5,7.18,344,0.824,9,2.31,NA,NA
2025-03-09T10:00:00Z,09.03.25,10:00:00,OYA_1193 03_2025.xlsx,15.6,70.9,7.17,340,0.772,10.1,2.37,NA,NA
2025-03-09T10:10:00Z,09.03.25,10:10:00,OYA_1193 03_2025.xlsx,15.8,73.3,7.54,338,0.708,7.28,2.53,NA,NA
2025-03-09T10:20:00Z,09.03.25,10:20:00,OYA_1193 03_2025.xlsx,15.8,73.4,6.7,343,0.639,8.55,2.67,NA,NA
2025-03-09T10:30:00Z,09.03.25,10:30:00,OYA_1193 03_2025.xlsx,15.7,73.3,6.22,348,0.641,11.1,2.73,NA,NA
2025-03-09T10:40:00Z,09.03.25,10:40:00,OYA_1193 03_2025.xlsx,16.2,69.5,5.8,329,0.896,11.7,2.65,NA,NA
2025-03-09T10:50:00Z,09.03.25,10:50:00,OYA_1193 03_2025.xlsx,16.1,66.7,4.26,329,0.963,13.8,2.51,NA,NA
2025-03-09T11:00:00Z,09.03.25,11:00:00,OYA_1193 03_2025.xlsx,15.7,67.1,2.03,329,1.06,37.5,2.5,NA,NA
2025-03-09T11:10:00Z,09.03.25,11:10:00,OYA_1193 03_2025.xlsx,15.2,69.1,4.07,357,1.07,19,2.52,NA,NA
2025-03-09T11:20:00Z,09.03.25,11:20:00,OYA_1193 03_2025.xlsx,15.3,70.2,2.1,336,1.19,41.6,2.53,NA,NA
2025-03-09T11:30:00Z,09.03.25,11:30:00,OYA_1193 03_2025.xlsx,15.5,69.1,4.52,352,0.894,16.3,2.39,NA,NA
2025-03-09T11:40:00Z,09.03.25,11:40:00,OYA_1193 03_2025.xlsx,15.9,69.3,4.49,351,1.21,12.2,2.17,NA,NA
2025-03-09T11:50:00Z,09.03.25,11:50:00,OYA_1193 03_2025.xlsx,16.6,67.2,4.12,347,0.71,14.1,1.89,NA,NA
2025-03-09T12:00:00Z,09.03.25,12:00:00,OYA_1193 03_2025.xlsx,17.3,64.7,3.08,323,1.14,24.5,1.59,NA,NA
2025-03-09T12:10:00Z,09.03.25,12:10:00,OYA_1193 03_2025.xlsx,17.6,64.4,1.23,318,0.696,75.9,1.4,NA,NA
2025-03-09T12:20:00Z,09.03.25,12:20:00,OYA_1193 03_2025.xlsx,17.4,66,0.904,271,0.509,66.3,1.34,NA,NA
2025-03-09T12:30:00Z,09.03.25,12:30:00,OYA_1193 03_2025.xlsx,17,67.5,1.06,269,0.482,32.1,1.34,NA,NA
2025-03-09T12:40:00Z,09.03.25,12:40:00,OYA_1193 03_2025.xlsx,16.7,70.1,0.742,248,0.298,46,1.37,NA,NA
2025-03-09T12:50:00Z,09.03.25,12:50:00,OYA_1193 03_2025.xlsx,17.3,69.2,1.57,295,0.996,63.8,1.34,NA,NA
2025-03-09T13:00:00Z,09.03.25,13:00:00,OYA_1193 03_2025.xlsx,18,66.9,0.992,259,0.365,46.3,1.28,NA,NA
2025-03-09T13:10:00Z,09.03.25,13:10:00,OYA_1193 03_2025.xlsx,18.4,66.6,0.695,279,0.398,72.2,1.19,NA,NA
2025-03-09T13:20:00Z,09.03.25,13:20:00,OYA_1193 03_2025.xlsx,19,64.6,0.954,329,0.465,90.7,1.07,NA,NA
2025-03-09T13:30:00Z,09.03.25,13:30:00,OYA_1193 03_2025.xlsx,19,65.5,0.956,309,0.389,57.4,0.962,NA,NA
2025-03-09T13:40:00Z,09.03.25,13:40:00,OYA_1193 03_2025.xlsx,18.9,66.7,1.35,234,0.358,33.6,0.877,NA,NA
2025-03-09T13:50:00Z,09.03.25,13:50:00,OYA_1193 03_2025.xlsx,18.6,68.5,1.65,205,0.732,24.4,0.822,NA,NA
2025-03-09T14:00:00Z,09.03.25,14:00:00,OYA_1193 03_2025.xlsx,19.1,69.5,0.971,235,0.396,35.5,0.772,NA,NA
2025-03-09T14:10:00Z,09.03.25,14:10:00,OYA_1193 03_2025.xlsx,20.1,65.5,1.49,215,0.536,48.3,0.617,NA,NA
2025-03-09T14:20:00Z,09.03.25,14:20:00,OYA_1193 03_2025.xlsx,19.9,66.1,1.68,214,0.468,23,0.474,NA,NA
2025-03-09T14:30:00Z,09.03.25,14:30:00,OYA_1193 03_2025.xlsx,20.2,65.6,1.43,223,0.6,94.1,0.418,NA,NA
2025-03-09T14:40:00Z,09.03.25,14:40:00,OYA_1193 03_2025.xlsx,21.3,60.1,1.76,136,0.684,44.8,0.283,NA,NA
2025-03-09T14:50:00Z,09.03.25,14:50:00,OYA_1193 03_2025.xlsx,21.3,60.1,1.69,152,0.714,40,0.237,NA,NA
2025-03-09T15:00:00Z,09.03.25,15:00:00,OYA_1193 03_2025.xlsx,21.5,58.1,1.87,83.3,0.709,71.5,0.235,NA,NA
2025-03-09T15:10:00Z,09.03.25,15:10:00,OYA_1193 03_2025.xlsx,22,54,2.01,104,0.697,41.8,0.242,NA,NA
2025-03-09T15:20:00Z,09.03.25,15:20:00,OYA_1193 03_2025.xlsx,21.6,54.4,2.76,80.2,0.762,27.1,0.314,NA,NA
2025-03-09T15:30:00Z,09.03.25,15:30:00,OYA_1193 03_2025.xlsx,21.6,58.1,0.94,196,0.457,89.8,0.391,NA,NA
2025-03-09T15:40:00Z,09.03.25,15:40:00,OYA_1193 03_2025.xlsx,22.7,54.1,1.68,99,0.798,75.7,0.348,NA,NA
2025-03-09T15:50:00Z,09.03.25,15:50:00,OYA_1193 03_2025.xlsx,22.3,55.7,1.75,181,0.721,71,0.275,NA,NA
2025-03-09T16:00:00Z,09.03.25,16:00:00,OYA_1193 03_2025.xlsx,21.2,61,2.45,250,0.576,23.4,0.301,NA,NA
2025-03-09T16:10:00Z,09.03.25,16:10:00,OYA_1193 03_2025.xlsx,20.8,62.4,1.85,281,0.758,52,0.404,NA,NA
2025-03-09T16:20:00Z,09.03.25,16:20:00,OYA_1193 03_2025.xlsx,20.8,62,1.89,284,0.625,34.7,0.468,NA,NA
2025-03-09T16:30:00Z,09.03.25,16:30:00,OYA_1193 03_2025.xlsx,20.4,63.1,2.21,287,0.697,19.6,0.515,NA,NA
2025-03-09T16:40:00Z,09.03.25,16:40:00,OYA_1193 03_2025.xlsx,20.2,64,2.85,277,0.7,24.1,0.588,NA,NA
2025-03-09T16:50:00Z,09.03.25,16:50:00,OYA_1193 03_2025.xlsx,20.7,62.3,2.59,278,0.773,20.2,0.599,NA,NA
2025-03-09T17:00:00Z,09.03.25,17:00:00,OYA_1193 03_2025.xlsx,20.9,61.8,3.03,273,0.847,26,0.557,NA,NA
2025-03-09T17:10:00Z,09.03.25,17:10:00,OYA_1193 03_2025.xlsx,21.4,60,3.73,253,0.715,19.5,0.537,NA,NA
2025-03-09T17:20:00Z,09.03.25,17:20:00,OYA_1193 03_2025.xlsx,21.3,60.3,3.67,253,0.75,17.2,0.551,NA,NA
2025-03-09T17:30:00Z,09.03.25,17:30:00,OYA_1193 03_2025.xlsx,21.2,59.7,4.48,256,0.822,15.4,0.572,NA,NA
2025-03-09T17:40:00Z,09.03.25,17:40:00,OYA_1193 03_2025.xlsx,20.6,61.9,3.91,262,0.773,16.5,0.646,NA,NA
2025-03-09T17:50:00Z,09.03.25,17:50:00,OYA_1193 03_2025.xlsx,20.3,62.9,3.4,263,0.784,18.8,0.715,NA,NA
2025-03-09T18:00:00Z,09.03.25,18:00:00,OYA_1193 03_2025.xlsx,20.7,61.6,3.47,251,0.738,16.9,0.745,NA,NA
2025-03-09T18:10:00Z,09.03.25,18:10:00,OYA_1193 03_2025.xlsx,20.9,60,3.67,259,0.632,13.3,0.721,NA,NA
2025-03-09T18:20:00Z,09.03.25,18:20:00,OYA_1193 03_2025.xlsx,20.8,60.4,3.87,263,0.817,15.9,0.668,NA,NA
2025-03-09T18:30:00Z,09.03.25,18:30:00,OYA_1193 03_2025.xlsx,20.5,61.7,3.44,256,0.705,14.3,0.633,NA,NA
2025-03-09T18:40:00Z,09.03.25,18:40:00,OYA_1193 03_2025.xlsx,20.6,61.6,3.83,262,0.685,14.9,0.608,NA,NA
2025-03-09T18:50:00Z,09.03.25,18:50:00,OYA_1193 03_2025.xlsx,20.3,62.7,3.77,267,0.632,15.1,0.617,NA,NA
2025-03-09T19:00:00Z,09.03.25,19:00:00,OYA_1193 03_2025.xlsx,20.1,63.5,4.05,268,0.73,16.1,0.65,NA,NA
2025-03-09T19:10:00Z,09.03.25,19:10:00,OYA_1193 03_2025.xlsx,20.3,62.2,4.39,279,0.965,15.8,0.67,NA,NA
2025-03-09T19:20:00Z,09.03.25,19:20:00,OYA_1193 03_2025.xlsx,20.1,62.8,3.46,280,0.709,19.2,0.686,NA,NA
2025-03-09T19:30:00Z,09.03.25,19:30:00,OYA_1193 03_2025.xlsx,20.9,59.4,3.26,284,0.743,18.2,0.64,NA,NA
2025-03-09T19:40:00Z,09.03.25,19:40:00,OYA_1193 03_2025.xlsx,21.5,55.8,3.68,281,0.739,19.7,0.599,NA,NA
2025-03-09T19:50:00Z,09.03.25,19:50:00,OYA_1193 03_2025.xlsx,21.3,54.8,4.54,294,0.697,12.9,0.58,NA,NA
2025-03-09T20:00:00Z,09.03.25,20:00:00,OYA_1193 03_2025.xlsx,21,56.8,4.28,303,0.59,10.7,0.595,NA,NA
2025-03-09T20:10:00Z,09.03.25,20:10:00,OYA_1193 03_2025.xlsx,20.7,57.8,4.2,303,0.584,10.2,0.618,NA,NA
2025-03-09T20:20:00Z,09.03.25,20:20:00,OYA_1193 03_2025.xlsx,21.2,56.3,3.76,290,0.571,13.4,0.622,NA,NA
2025-03-09T20:30:00Z,09.03.25,20:30:00,OYA_1193 03_2025.xlsx,21.2,57.6,4.5,286,0.668,14.7,0.632,NA,NA
2025-03-09T20:40:00Z,09.03.25,20:40:00,OYA_1193 03_2025.xlsx,20.8,59,4.33,293,0.633,12.9,0.657,NA,NA
2025-03-09T20:50:00Z,09.03.25,20:50:00,OYA_1193 03_2025.xlsx,21,57.7,4.37,300,0.59,11.6,0.63,NA,NA
2025-03-09T21:00:00Z,09.03.25,21:00:00,OYA_1193 03_2025.xlsx,20.9,58,4.56,297,0.674,9.98,0.612,NA,NA
2025-03-09T21:10:00Z,09.03.25,21:10:00,OYA_1193 03_2025.xlsx,20.5,59.1,4.5,297,0.55,9.91,0.651,NA,NA
2025-03-09T21:20:00Z,09.03.25,21:20:00,OYA_1193 03_2025.xlsx,20.8,58.5,4.21,288,0.542,14.4,0.687,NA,NA
2025-03-09T21:30:00Z,09.03.25,21:30:00,OYA_1193 03_2025.xlsx,20.3,60.1,4.27,295,0.507,10.9,0.713,NA,NA
2025-03-09T21:40:00Z,09.03.25,21:40:00,OYA_1193 03_2025.xlsx,20.5,57.5,4.42,299,0.55,7.91,0.739,NA,NA
2025-03-09T21:50:00Z,09.03.25,21:50:00,OYA_1193 03_2025.xlsx,20.5,57.3,4.28,292,0.557,8.81,0.764,NA,NA
2025-03-09T22:00:00Z,09.03.25,22:00:00,OYA_1193 03_2025.xlsx,20.1,57.8,4.43,295,0.409,8.57,0.815,NA,NA
2025-03-09T22:10:00Z,09.03.25,22:10:00,OYA_1193 03_2025.xlsx,20.1,52.2,4.12,298,0.489,8.87,0.885,NA,NA
2025-03-09T22:20:00Z,09.03.25,22:20:00,OYA_1193 03_2025.xlsx,20.2,50.7,4.26,303,0.363,7.81,0.927,NA,NA
2025-03-09T22:30:00Z,09.03.25,22:30:00,OYA_1193 03_2025.xlsx,20.4,49.4,4.3,305,0.339,7.4,0.964,NA,NA
2025-03-09T22:40:00Z,09.03.25,22:40:00,OYA_1193 03_2025.xlsx,20.2,48.7,4.3,307,0.564,8.47,0.999,NA,NA
2025-03-09T22:50:00Z,09.03.25,22:50:00,OYA_1193 03_2025.xlsx,20.3,45.2,4.06,308,0.731,9.24,1.05,NA,NA
2025-03-09T23:00:00Z,09.03.25,23:00:00,OYA_1193 03_2025.xlsx,20.4,43.6,1.45,344,0.803,47.6,1.1,NA,NA
2025-03-09T23:10:00Z,09.03.25,23:10:00,OYA_1193 03_2025.xlsx,20.2,39.6,2.74,313,0.914,11.6,1.16,NA,NA
2025-03-09T23:20:00Z,09.03.25,23:20:00,OYA_1193 03_2025.xlsx,20.1,38,4,310,0.616,8.76,1.21,NA,NA
2025-03-09T23:30:00Z,09.03.25,23:30:00,OYA_1193 03_2025.xlsx,19.9,40.4,4.54,309,0.629,10.2,1.26,NA,NA
2025-03-09T23:40:00Z,09.03.25,23:40:00,OYA_1193 03_2025.xlsx,19.7,43.1,4.36,310,0.52,8.79,1.3,NA,NA
2025-03-09T23:50:00Z,09.03.25,23:50:00,OYA_1193 03_2025.xlsx,19.8,38.4,4.77,314,0.543,8.42,1.33,NA,NA
2025-03-10T00:00:00Z,10.03.25,00:00:00,OYA_1193 03_2025.xlsx,20.3,32.5,5.41,311,0.541,8.45,1.33,NA,NA
2025-03-10T00:10:00Z,10.03.25,00:10:00,OYA_1193 03_2025.xlsx,20.1,39.1,4.77,321,0.771,13.2,1.32,NA,NA
2025-03-10T00:20:00Z,10.03.25,00:20:00,OYA_1193 03_2025.xlsx,20,45.6,2.51,345,0.93,33.2,1.32,NA,NA
2025-03-10T00:30:00Z,10.03.25,00:30:00,OYA_1193 03_2025.xlsx,19.8,51.4,3.23,328,0.594,10.9,1.34,NA,NA
2025-03-10T00:40:00Z,10.03.25,00:40:00,OYA_1193 03_2025.xlsx,19.6,51,3.03,336,1.04,30.4,1.36,NA,NA
2025-03-10T00:50:00Z,10.03.25,00:50:00,OYA_1193 03_2025.xlsx,19.4,53.6,3.87,323,0.493,10.5,1.39,NA,NA
2025-03-10T01:00:00Z,10.03.25,01:00:00,OYA_1193 03_2025.xlsx,19.2,53.3,1.82,16.8,0.941,32.2,1.41,NA,NA
2025-03-10T01:10:00Z,10.03.25,01:10:00,OYA_1193 03_2025.xlsx,19,54.7,4.02,334,1.37,19.2,1.45,NA,NA
2025-03-10T01:20:00Z,10.03.25,01:20:00,OYA_1193 03_2025.xlsx,19.2,54,4.3,338,0.67,10.9,1.46,NA,NA
2025-03-10T01:30:00Z,10.03.25,01:30:00,OYA_1193 03_2025.xlsx,19.1,55.5,4.15,343,0.746,11.5,1.46,NA,NA
2025-03-10T01:40:00Z,10.03.25,01:40:00,OYA_1193 03_2025.xlsx,19,56.7,6.07,341,0.819,9.26,1.46,NA,NA
2025-03-10T01:50:00Z,10.03.25,01:50:00,OYA_1193 03_2025.xlsx,19.1,54.2,6.46,337,0.84,7.55,1.46,NA,NA
2025-03-10T02:00:00Z,10.03.25,02:00:00,OYA_1193 03_2025.xlsx,19.5,52,5.59,324,0.93,9.97,1.43,NA,NA
2025-03-10T02:10:00Z,10.03.25,02:10:00,OYA_1193 03_2025.xlsx,19.4,54.7,4.71,325,1.18,20.9,1.42,NA,NA
2025-03-10T02:20:00Z,10.03.25,02:20:00,OYA_1193 03_2025.xlsx,19.4,52.7,4.43,333,0.928,14.7,1.42,NA,NA
2025-03-10T02:30:00Z,10.03.25,02:30:00,OYA_1193 03_2025.xlsx,18.8,55.8,2.17,35.6,0.667,19.7,1.43,NA,NA
2025-03-10T02:40:00Z,10.03.25,02:40:00,OYA_1193 03_2025.xlsx,18.3,58.2,5.11,354,0.917,8.07,1.47,NA,NA
2025-03-10T02:50:00Z,10.03.25,02:50:00,OYA_1193 03_2025.xlsx,18.9,55.1,5.92,354,0.676,7.29,1.48,NA,NA
2025-03-10T03:00:00Z,10.03.25,03:00:00,OYA_1193 03_2025.xlsx,19.4,53.2,5.93,355,0.757,7.99,1.46,NA,NA
2025-03-10T03:10:00Z,10.03.25,03:10:00,OYA_1193 03_2025.xlsx,19.5,52.8,5.19,355,1.01,9.09,1.43,NA,NA
2025-03-10T03:20:00Z,10.03.25,03:20:00,OYA_1193 03_2025.xlsx,19.3,53.4,5.82,357,0.715,8.11,1.42,NA,NA
2025-03-10T03:30:00Z,10.03.25,03:30:00,OYA_1193 03_2025.xlsx,19,54.3,6.94,360,0.779,6.76,1.42,NA,NA
2025-03-10T03:40:00Z,10.03.25,03:40:00,OYA_1193 03_2025.xlsx,18.6,56.6,7.3,357,0.803,6.05,1.45,NA,NA
2025-03-10T03:50:00Z,10.03.25,03:50:00,OYA_1193 03_2025.xlsx,18.3,58.6,7.52,358,0.86,6.45,1.48,NA,NA
2025-03-10T04:00:00Z,10.03.25,04:00:00,OYA_1193 03_2025.xlsx,18.2,59.8,7.75,357,0.76,5.8,1.51,NA,NA
2025-03-10T04:10:00Z,10.03.25,04:10:00,OYA_1193 03_2025.xlsx,18.2,58.9,7.96,354,0.929,7.62,1.52,NA,NA
2025-03-10T04:20:00Z,10.03.25,04:20:00,OYA_1193 03_2025.xlsx,18.1,58.1,7.73,352,0.909,7.56,1.53,NA,NA
2025-03-10T04:30:00Z,10.03.25,04:30:00,OYA_1193 03_2025.xlsx,18,57.4,8.38,353,0.838,7.57,1.54,NA,NA
2025-03-10T04:40:00Z,10.03.25,04:40:00,OYA_1193 03_2025.xlsx,18.1,56.9,8.89,352,0.865,7.35,1.54,NA,NA
2025-03-10T04:50:00Z,10.03.25,04:50:00,OYA_1193 03_2025.xlsx,18,56.8,9.4,352,0.816,6.69,1.54,NA,NA
2025-03-10T05:00:00Z,10.03.25,05:00:00,OYA_1193 03_2025.xlsx,18.1,50.5,7.99,345,0.898,6.83,1.54,NA,NA
2025-03-10T05:10:00Z,10.03.25,05:10:00,OYA_1193 03_2025.xlsx,18.2,52.2,7.68,346,0.711,6.96,1.53,NA,NA
2025-03-10T05:20:00Z,10.03.25,05:20:00,OYA_1193 03_2025.xlsx,18.2,52.4,7.9,348,0.75,6.94,1.53,NA,NA
2025-03-10T05:30:00Z,10.03.25,05:30:00,OYA_1193 03_2025.xlsx,18.2,51.7,7.18,346,0.819,9.22,1.52,NA,NA
2025-03-10T05:40:00Z,10.03.25,05:40:00,OYA_1193 03_2025.xlsx,18.4,48.9,7.18,346,0.772,7.26,1.52,NA,NA
2025-03-10T05:50:00Z,10.03.25,05:50:00,OYA_1193 03_2025.xlsx,18.4,50.3,7.21,352,0.716,8.16,1.51,NA,NA
2025-03-10T06:00:00Z,10.03.25,06:00:00,OYA_1193 03_2025.xlsx,18.2,52.3,7.86,352,0.982,7.1,1.51,NA,NA
2025-03-10T06:10:00Z,10.03.25,06:10:00,OYA_1193 03_2025.xlsx,18.3,53.2,9.21,351,0.68,5.39,1.52,NA,NA
2025-03-10T06:20:00Z,10.03.25,06:20:00,OYA_1193 03_2025.xlsx,18.4,53,8.56,351,0.776,6.6,1.51,NA,NA
2025-03-10T06:30:00Z,10.03.25,06:30:00,OYA_1193 03_2025.xlsx,18.5,53.1,7.6,352,0.741,7.48,1.5,NA,NA
2025-03-10T06:40:00Z,10.03.25,06:40:00,OYA_1193 03_2025.xlsx,18.4,53.4,6.73,359,0.742,7.7,1.5,NA,NA
2025-03-10T06:50:00Z,10.03.25,06:50:00,OYA_1193 03_2025.xlsx,18.6,50.8,6.99,1.05,0.661,6.91,1.5,NA,NA
2025-03-10T07:00:00Z,10.03.25,07:00:00,OYA_1193 03_2025.xlsx,18.6,51.5,7.82,3.06,0.593,5.61,71.2,NA,NA
2025-03-10T07:10:00Z,10.03.25,07:10:00,OYA_1193 03_2025.xlsx,18.3,55.4,8.05,360,0.579,4.02,21.1,NA,NA
2025-03-10T07:20:00Z,10.03.25,07:20:00,OYA_1193 03_2025.xlsx,18.1,54.9,7.94,359,0.677,4.91,3.28,NA,NA
2025-03-10T07:30:00Z,10.03.25,07:30:00,OYA_1193 03_2025.xlsx,18,56.6,8.62,356,0.584,5.81,2.51,NA,NA
2025-03-10T07:40:00Z,10.03.25,07:40:00,OYA_1193 03_2025.xlsx,17.9,58.1,8.75,355,0.835,6.64,2.11,NA,NA
2025-03-10T07:50:00Z,10.03.25,07:50:00,OYA_1193 03_2025.xlsx,17.8,58.8,8.01,353,0.928,7.46,1.92,NA,NA
2025-03-10T08:00:00Z,10.03.25,08:00:00,OYA_1193 03_2025.xlsx,17.8,59,9.62,355,0.798,6.29,1.81,NA,NA
